start_date,end_date,updated_date,value
2020-02-25T22:30:00+01:00,2020-02-25T22:45:00+01:00,2020-02-25T23:50:27+01:00,62905
2020-02-25T22:45:00+01:00,2020-02-25T23:00:00+01:00,2020-02-25T23:50:27+01:00,64553
2020-02-25T23:00:00+01:00,2020-02-25T23:15:00+01:00,2020-02-25T23:50:27+01:00,64079
2020-02-25T23:15:00+01:00,2020-02-25T23:30:00+01:00,2020-02-25T23:50:27+01:00,63776
2020-02-25T23:30:00+01:00,2020-02-25T23:45:00+01:00,2020-02-25T23:50:27+01:00,63388
2020-02-25T23:45:00+01:00,2020-02-26T00:00:00+01:00,2020-02-25T23:50:27+01:00,63995
2020-02-26T00:00:00+01:00,2020-02-26T00:15:00+01:00,2020-02-26T23:50:38+01:00,62977
2020-02-26T00:15:00+01:00,2020-02-26T00:30:00+01:00,2020-02-26T23:50:38+01:00,62568
2020-02-26T00:30:00+01:00,2020-02-26T00:45:00+01:00,2020-02-26T23:50:38+01:00,60980
2020-02-26T00:45:00+01:00,2020-02-26T01:00:00+01:00,2020-02-26T23:50:38+01:00,59661
2020-02-26T01:00:00+01:00,2020-02-26T01:15:00+01:00,2020-02-26T23:50:38+01:00,59031
2020-02-26T01:15:00+01:00,2020-02-26T01:30:00+01:00,2020-02-26T23:50:38+01:00,59466
2020-02-26T01:30:00+01:00,2020-02-26T01:45:00+01:00,2020-02-26T23:50:38+01:00,58950
2020-02-26T01:45:00+01:00,2020-02-26T02:00:00+01:00,2020-02-26T23:50:38+01:00,58733
2020-02-26T02:00:00+01:00,2020-02-26T02:15:00+01:00,2020-02-26T23:50:38+01:00,58557
2020-02-26T02:15:00+01:00,2020-02-26T02:30:00+01:00,2020-02-26T23:50:38+01:00,59072
2020-02-26T02:30:00+01:00,2020-02-26T02:45:00+01:00,2020-02-26T23:50:38+01:00,57914
2020-02-26T02:45:00+01:00,2020-02-26T03:00:00+01:00,2020-02-26T23:50:38+01:00,57302
2020-02-26T03:00:00+01:00,2020-02-26T03:15:00+01:00,2020-02-26T23:50:38+01:00,56552
2020-02-26T03:15:00+01:00,2020-02-26T03:30:00+01:00,2020-02-26T23:50:38+01:00,56478
2020-02-26T03:30:00+01:00,2020-02-26T03:45:00+01:00,2020-02-26T23:50:38+01:00,55911
2020-02-26T03:45:00+01:00,2020-02-26T04:00:00+01:00,2020-02-26T23:50:38+01:00,55568
2020-02-26T04:00:00+01:00,2020-02-26T04:15:00+01:00,2020-02-26T23:50:38+01:00,55360
2020-02-26T04:15:00+01:00,2020-02-26T04:30:00+01:00,2020-02-26T23:50:38+01:00,55377
2020-02-26T04:30:00+01:00,2020-02-26T04:45:00+01:00,2020-02-26T23:50:38+01:00,55440
2020-02-26T04:45:00+01:00,2020-02-26T05:00:00+01:00,2020-02-26T23:50:38+01:00,55818
2020-02-26T05:00:00+01:00,2020-02-26T05:15:00+01:00,2020-02-26T23:50:38+01:00,56311
2020-02-26T05:15:00+01:00,2020-02-26T05:30:00+01:00,2020-02-26T23:50:38+01:00,57785
2020-02-26T05:30:00+01:00,2020-02-26T05:45:00+01:00,2020-02-26T23:50:38+01:00,58506
2020-02-26T05:45:00+01:00,2020-02-26T06:00:00+01:00,2020-02-26T23:50:38+01:00,59295
2020-02-26T06:00:00+01:00,2020-02-26T06:15:00+01:00,2020-02-26T23:50:38+01:00,60620
2020-02-26T06:15:00+01:00,2020-02-26T06:30:00+01:00,2020-02-26T23:50:38+01:00,62750
2020-02-26T06:30:00+01:00,2020-02-26T06:45:00+01:00,2020-02-26T23:50:38+01:00,63789
2020-02-26T06:45:00+01:00,2020-02-26T07:00:00+01:00,2020-02-26T23:50:38+01:00,65429
2020-02-26T07:00:00+01:00,2020-02-26T07:15:00+01:00,2020-02-26T23:50:38+01:00,66757
2020-02-26T07:15:00+01:00,2020-02-26T07:30:00+01:00,2020-02-26T23:50:38+01:00,68050
2020-02-26T07:30:00+01:00,2020-02-26T07:45:00+01:00,2020-02-26T23:50:38+01:00,68704
2020-02-26T07:45:00+01:00,2020-02-26T08:00:00+01:00,2020-02-26T23:50:38+01:00,69216
2020-02-26T08:00:00+01:00,2020-02-26T08:15:00+01:00,2020-02-26T23:50:38+01:00,69985
2020-02-26T08:15:00+01:00,2020-02-26T08:30:00+01:00,2020-02-26T23:50:38+01:00,70462
2020-02-26T08:30:00+01:00,2020-02-26T08:45:00+01:00,2020-02-26T23:50:38+01:00,71258
2020-02-26T08:45:00+01:00,2020-02-26T09:00:00+01:00,2020-02-26T23:50:38+01:00,71961
2020-02-26T09:00:00+01:00,2020-02-26T09:15:00+01:00,2020-02-26T23:50:38+01:00,71936
2020-02-26T09:15:00+01:00,2020-02-26T09:30:00+01:00,2020-02-26T23:50:38+01:00,72125
2020-02-26T09:30:00+01:00,2020-02-26T09:45:00+01:00,2020-02-26T23:50:38+01:00,72206
2020-02-26T09:45:00+01:00,2020-02-26T10:00:00+01:00,2020-02-26T23:50:38+01:00,71835
2020-02-26T10:00:00+01:00,2020-02-26T10:15:00+01:00,2020-02-26T23:50:38+01:00,71816
2020-02-26T10:15:00+01:00,2020-02-26T10:30:00+01:00,2020-02-26T23:50:38+01:00,71593
2020-02-26T10:30:00+01:00,2020-02-26T10:45:00+01:00,2020-02-26T23:50:38+01:00,71729
2020-02-26T10:45:00+01:00,2020-02-26T11:00:00+01:00,2020-02-26T23:50:38+01:00,71586
2020-02-26T11:00:00+01:00,2020-02-26T11:15:00+01:00,2020-02-26T23:50:38+01:00,71678
2020-02-26T11:15:00+01:00,2020-02-26T11:30:00+01:00,2020-02-26T23:50:38+01:00,71974
2020-02-26T11:30:00+01:00,2020-02-26T11:45:00+01:00,2020-02-26T23:50:38+01:00,72219
2020-02-26T11:45:00+01:00,2020-02-26T12:00:00+01:00,2020-02-26T23:50:38+01:00,72184
2020-02-26T12:00:00+01:00,2020-02-26T12:15:00+01:00,2020-02-26T23:50:38+01:00,72582
2020-02-26T12:15:00+01:00,2020-02-26T12:30:00+01:00,2020-02-26T23:50:38+01:00,71890
2020-02-26T12:30:00+01:00,2020-02-26T12:45:00+01:00,2020-02-26T23:50:38+01:00,71919
2020-02-26T12:45:00+01:00,2020-02-26T13:00:00+01:00,2020-02-26T23:50:38+01:00,72501
2020-02-26T13:00:00+01:00,2020-02-26T13:15:00+01:00,2020-02-26T23:50:38+01:00,71478
2020-02-26T13:15:00+01:00,2020-02-26T13:30:00+01:00,2020-02-26T23:50:39+01:00,70955
2020-02-26T13:30:00+01:00,2020-02-26T13:45:00+01:00,2020-02-26T23:50:39+01:00,69875
2020-02-26T13:45:00+01:00,2020-02-26T14:00:00+01:00,2020-02-26T23:50:39+01:00,69864
2020-02-26T14:00:00+01:00,2020-02-26T14:15:00+01:00,2020-02-26T23:50:39+01:00,69372
2020-02-26T14:15:00+01:00,2020-02-26T14:30:00+01:00,2020-02-26T23:50:39+01:00,69072
2020-02-26T14:30:00+01:00,2020-02-26T14:45:00+01:00,2020-02-26T23:50:39+01:00,68394
2020-02-26T14:45:00+01:00,2020-02-26T15:00:00+01:00,2020-02-26T23:50:39+01:00,67307
2020-02-26T15:00:00+01:00,2020-02-26T15:15:00+01:00,2020-02-26T23:50:39+01:00,67026
2020-02-26T15:15:00+01:00,2020-02-26T15:30:00+01:00,2020-02-26T23:50:39+01:00,66628
2020-02-26T15:30:00+01:00,2020-02-26T15:45:00+01:00,2020-02-26T23:50:39+01:00,66143
2020-02-26T15:45:00+01:00,2020-02-26T16:00:00+01:00,2020-02-26T23:50:39+01:00,65728
2020-02-26T16:00:00+01:00,2020-02-26T16:15:00+01:00,2020-02-26T23:50:39+01:00,65314
2020-02-26T16:15:00+01:00,2020-02-26T16:30:00+01:00,2020-02-26T23:50:39+01:00,65451
2020-02-26T16:30:00+01:00,2020-02-26T16:45:00+01:00,2020-02-26T23:50:39+01:00,65235
2020-02-26T16:45:00+01:00,2020-02-26T17:00:00+01:00,2020-02-26T23:50:39+01:00,65075
2020-02-26T17:00:00+01:00,2020-02-26T17:15:00+01:00,2020-02-26T23:50:39+01:00,65215
2020-02-26T17:15:00+01:00,2020-02-26T17:30:00+01:00,2020-02-26T23:50:39+01:00,65327
2020-02-26T17:30:00+01:00,2020-02-26T17:45:00+01:00,2020-02-26T23:50:39+01:00,65619
2020-02-26T17:45:00+01:00,2020-02-26T18:00:00+01:00,2020-02-26T23:50:39+01:00,66376
2020-02-26T18:00:00+01:00,2020-02-26T18:15:00+01:00,2020-02-26T23:50:39+01:00,67141
2020-02-26T18:15:00+01:00,2020-02-26T18:30:00+01:00,2020-02-26T23:50:39+01:00,67737
2020-02-26T18:30:00+01:00,2020-02-26T18:45:00+01:00,2020-02-26T23:50:39+01:00,69675
2020-02-26T18:45:00+01:00,2020-02-26T19:00:00+01:00,2020-02-26T23:50:39+01:00,72453
2020-02-26T19:00:00+01:00,2020-02-26T19:15:00+01:00,2020-02-26T23:50:39+01:00,74505
2020-02-26T19:15:00+01:00,2020-02-26T19:30:00+01:00,2020-02-26T23:50:39+01:00,74933
2020-02-26T19:30:00+01:00,2020-02-26T19:45:00+01:00,2020-02-26T23:50:39+01:00,74509
2020-02-26T19:45:00+01:00,2020-02-26T20:00:00+01:00,2020-02-26T23:50:39+01:00,73637
2020-02-26T20:00:00+01:00,2020-02-26T20:15:00+01:00,2020-02-26T23:50:39+01:00,72866
2020-02-26T20:15:00+01:00,2020-02-26T20:30:00+01:00,2020-02-26T23:50:39+01:00,71689
2020-02-26T20:30:00+01:00,2020-02-26T20:45:00+01:00,2020-02-26T23:50:39+01:00,70503
2020-02-26T20:45:00+01:00,2020-02-26T21:00:00+01:00,2020-02-26T23:50:39+01:00,69233
2020-02-26T21:00:00+01:00,2020-02-26T21:15:00+01:00,2020-02-26T23:50:39+01:00,68476
2020-02-26T21:15:00+01:00,2020-02-26T21:30:00+01:00,2020-02-26T23:50:39+01:00,68172
2020-02-26T21:30:00+01:00,2020-02-26T21:45:00+01:00,2020-02-26T23:50:39+01:00,66891
2020-02-26T21:45:00+01:00,2020-02-26T22:00:00+01:00,2020-02-26T23:50:39+01:00,66081
2020-02-26T22:00:00+01:00,2020-02-26T22:15:00+01:00,2020-02-26T23:50:39+01:00,65643
2020-02-26T22:15:00+01:00,2020-02-26T22:30:00+01:00,2020-02-26T23:50:39+01:00,65717
2020-02-26T22:30:00+01:00,2020-02-26T22:45:00+01:00,2020-02-26T23:50:39+01:00,66198
2020-02-26T22:45:00+01:00,2020-02-26T23:00:00+01:00,2020-02-26T23:50:39+01:00,68021
2020-02-26T23:00:00+01:00,2020-02-26T23:15:00+01:00,2020-02-26T23:50:39+01:00,67527
2020-02-26T23:15:00+01:00,2020-02-26T23:30:00+01:00,2020-02-26T23:50:39+01:00,67226
2020-02-26T23:30:00+01:00,2020-02-26T23:45:00+01:00,2020-02-26T23:50:39+01:00,66677
2020-02-26T23:45:00+01:00,2020-02-27T00:00:00+01:00,2020-02-26T23:50:39+01:00,67210
2020-02-27T00:00:00+01:00,2020-02-27T00:15:00+01:00,2020-02-27T23:51:30+01:00,66277
2020-02-27T00:15:00+01:00,2020-02-27T00:30:00+01:00,2020-02-27T23:51:30+01:00,65914
2020-02-27T00:30:00+01:00,2020-02-27T00:45:00+01:00,2020-02-27T23:51:30+01:00,64050
2020-02-27T00:45:00+01:00,2020-02-27T01:00:00+01:00,2020-02-27T23:51:30+01:00,62831
2020-02-27T01:00:00+01:00,2020-02-27T01:15:00+01:00,2020-02-27T23:51:30+01:00,62159
2020-02-27T01:15:00+01:00,2020-02-27T01:30:00+01:00,2020-02-27T23:51:30+01:00,62243
2020-02-27T01:30:00+01:00,2020-02-27T01:45:00+01:00,2020-02-27T23:51:30+01:00,61917
2020-02-27T01:45:00+01:00,2020-02-27T02:00:00+01:00,2020-02-27T23:51:30+01:00,61799
2020-02-27T02:00:00+01:00,2020-02-27T02:15:00+01:00,2020-02-27T23:51:30+01:00,61274
2020-02-27T02:15:00+01:00,2020-02-27T02:30:00+01:00,2020-02-27T23:51:30+01:00,61684
2020-02-27T02:30:00+01:00,2020-02-27T02:45:00+01:00,2020-02-27T23:51:30+01:00,60615
2020-02-27T02:45:00+01:00,2020-02-27T03:00:00+01:00,2020-02-27T23:51:30+01:00,59844
2020-02-27T03:00:00+01:00,2020-02-27T03:15:00+01:00,2020-02-27T23:51:30+01:00,59064
2020-02-27T03:15:00+01:00,2020-02-27T03:30:00+01:00,2020-02-27T23:51:30+01:00,59044
2020-02-27T03:30:00+01:00,2020-02-27T03:45:00+01:00,2020-02-27T23:51:30+01:00,58295
2020-02-27T03:45:00+01:00,2020-02-27T04:00:00+01:00,2020-02-27T23:51:30+01:00,57874
2020-02-27T04:00:00+01:00,2020-02-27T04:15:00+01:00,2020-02-27T23:51:30+01:00,57487
2020-02-27T04:15:00+01:00,2020-02-27T04:30:00+01:00,2020-02-27T23:51:30+01:00,57729
2020-02-27T04:30:00+01:00,2020-02-27T04:45:00+01:00,2020-02-27T23:51:30+01:00,57364
2020-02-27T04:45:00+01:00,2020-02-27T05:00:00+01:00,2020-02-27T23:51:30+01:00,57395
2020-02-27T05:00:00+01:00,2020-02-27T05:15:00+01:00,2020-02-27T23:51:30+01:00,58287
2020-02-27T05:15:00+01:00,2020-02-27T05:30:00+01:00,2020-02-27T23:51:30+01:00,59610
2020-02-27T05:30:00+01:00,2020-02-27T05:45:00+01:00,2020-02-27T23:51:30+01:00,60034
2020-02-27T05:45:00+01:00,2020-02-27T06:00:00+01:00,2020-02-27T23:51:30+01:00,61054
2020-02-27T06:00:00+01:00,2020-02-27T06:15:00+01:00,2020-02-27T23:51:30+01:00,61857
2020-02-27T06:15:00+01:00,2020-02-27T06:30:00+01:00,2020-02-27T23:51:30+01:00,63736
2020-02-27T06:30:00+01:00,2020-02-27T06:45:00+01:00,2020-02-27T23:51:30+01:00,64898
2020-02-27T06:45:00+01:00,2020-02-27T07:00:00+01:00,2020-02-27T23:51:30+01:00,66152
2020-02-27T07:00:00+01:00,2020-02-27T07:15:00+01:00,2020-02-27T23:51:30+01:00,67627
2020-02-27T07:15:00+01:00,2020-02-27T07:30:00+01:00,2020-02-27T23:51:30+01:00,68329
2020-02-27T07:30:00+01:00,2020-02-27T07:45:00+01:00,2020-02-27T23:51:30+01:00,69223
2020-02-27T07:45:00+01:00,2020-02-27T08:00:00+01:00,2020-02-27T23:51:30+01:00,69846
2020-02-27T08:00:00+01:00,2020-02-27T08:15:00+01:00,2020-02-27T23:51:30+01:00,70332
2020-02-27T08:15:00+01:00,2020-02-27T08:30:00+01:00,2020-02-27T23:51:30+01:00,70987
2020-02-27T08:30:00+01:00,2020-02-27T08:45:00+01:00,2020-02-27T23:51:30+01:00,71688
2020-02-27T08:45:00+01:00,2020-02-27T09:00:00+01:00,2020-02-27T23:51:30+01:00,71994
2020-02-27T09:00:00+01:00,2020-02-27T09:15:00+01:00,2020-02-27T23:51:30+01:00,72183
2020-02-27T09:15:00+01:00,2020-02-27T09:30:00+01:00,2020-02-27T23:51:30+01:00,72634
2020-02-27T09:30:00+01:00,2020-02-27T09:45:00+01:00,2020-02-27T23:51:30+01:00,73121
2020-02-27T09:45:00+01:00,2020-02-27T10:00:00+01:00,2020-02-27T23:51:30+01:00,73255
2020-02-27T10:00:00+01:00,2020-02-27T10:15:00+01:00,2020-02-27T23:51:30+01:00,73401
2020-02-27T10:15:00+01:00,2020-02-27T10:30:00+01:00,2020-02-27T23:51:30+01:00,73624
2020-02-27T10:30:00+01:00,2020-02-27T10:45:00+01:00,2020-02-27T23:51:30+01:00,73726
2020-02-27T10:45:00+01:00,2020-02-27T11:00:00+01:00,2020-02-27T23:51:30+01:00,73638
2020-02-27T11:00:00+01:00,2020-02-27T11:15:00+01:00,2020-02-27T23:51:30+01:00,73849
2020-02-27T11:15:00+01:00,2020-02-27T11:30:00+01:00,2020-02-27T23:51:30+01:00,73954
2020-02-27T11:30:00+01:00,2020-02-27T11:45:00+01:00,2020-02-27T23:51:30+01:00,74160
2020-02-27T11:45:00+01:00,2020-02-27T12:00:00+01:00,2020-02-27T23:51:30+01:00,74359
2020-02-27T12:00:00+01:00,2020-02-27T12:15:00+01:00,2020-02-27T23:51:30+01:00,74870
2020-02-27T12:15:00+01:00,2020-02-27T12:30:00+01:00,2020-02-27T23:51:30+01:00,74424
2020-02-27T12:30:00+01:00,2020-02-27T12:45:00+01:00,2020-02-27T23:51:30+01:00,74410
2020-02-27T12:45:00+01:00,2020-02-27T13:00:00+01:00,2020-02-27T23:51:30+01:00,74851
2020-02-27T13:00:00+01:00,2020-02-27T13:15:00+01:00,2020-02-27T23:51:30+01:00,74175
2020-02-27T13:15:00+01:00,2020-02-27T13:30:00+01:00,2020-02-27T23:51:30+01:00,73851
2020-02-27T13:30:00+01:00,2020-02-27T13:45:00+01:00,2020-02-27T23:51:30+01:00,72827
2020-02-27T13:45:00+01:00,2020-02-27T14:00:00+01:00,2020-02-27T23:51:30+01:00,72843
2020-02-27T14:00:00+01:00,2020-02-27T14:15:00+01:00,2020-02-27T23:51:30+01:00,72495
2020-02-27T14:15:00+01:00,2020-02-27T14:30:00+01:00,2020-02-27T23:51:30+01:00,71958
2020-02-27T14:30:00+01:00,2020-02-27T14:45:00+01:00,2020-02-27T23:51:30+01:00,70886
2020-02-27T14:45:00+01:00,2020-02-27T15:00:00+01:00,2020-02-27T23:51:30+01:00,70433
2020-02-27T15:00:00+01:00,2020-02-27T15:15:00+01:00,2020-02-27T23:51:30+01:00,69635
2020-02-27T15:15:00+01:00,2020-02-27T15:30:00+01:00,2020-02-27T23:51:30+01:00,69572
2020-02-27T15:30:00+01:00,2020-02-27T15:45:00+01:00,2020-02-27T23:51:30+01:00,69262
2020-02-27T15:45:00+01:00,2020-02-27T16:00:00+01:00,2020-02-27T23:51:30+01:00,68468
2020-02-27T16:00:00+01:00,2020-02-27T16:15:00+01:00,2020-02-27T23:51:30+01:00,68338
2020-02-27T16:15:00+01:00,2020-02-27T16:30:00+01:00,2020-02-27T23:51:30+01:00,67865
2020-02-27T16:30:00+01:00,2020-02-27T16:45:00+01:00,2020-02-27T23:51:30+01:00,67522
2020-02-27T16:45:00+01:00,2020-02-27T17:00:00+01:00,2020-02-27T23:51:30+01:00,67135
2020-02-27T17:00:00+01:00,2020-02-27T17:15:00+01:00,2020-02-27T23:51:30+01:00,67316
2020-02-27T17:15:00+01:00,2020-02-27T17:30:00+01:00,2020-02-27T23:51:30+01:00,67506
2020-02-27T17:30:00+01:00,2020-02-27T17:45:00+01:00,2020-02-27T23:51:30+01:00,67343
2020-02-27T17:45:00+01:00,2020-02-27T18:00:00+01:00,2020-02-27T23:51:30+01:00,67630
2020-02-27T18:00:00+01:00,2020-02-27T18:15:00+01:00,2020-02-27T23:51:30+01:00,68222
2020-02-27T18:15:00+01:00,2020-02-27T18:30:00+01:00,2020-02-27T23:51:30+01:00,69038
2020-02-27T18:30:00+01:00,2020-02-27T18:45:00+01:00,2020-02-27T23:51:30+01:00,70768
2020-02-27T18:45:00+01:00,2020-02-27T19:00:00+01:00,2020-02-27T23:51:30+01:00,72671
2020-02-27T19:00:00+01:00,2020-02-27T19:15:00+01:00,2020-02-27T23:51:30+01:00,74176
2020-02-27T19:15:00+01:00,2020-02-27T19:30:00+01:00,2020-02-27T23:51:30+01:00,74985
2020-02-27T19:30:00+01:00,2020-02-27T19:45:00+01:00,2020-02-27T23:51:30+01:00,74336
2020-02-27T19:45:00+01:00,2020-02-27T20:00:00+01:00,2020-02-27T23:51:30+01:00,73858
2020-02-27T20:00:00+01:00,2020-02-27T20:15:00+01:00,2020-02-27T23:51:30+01:00,73038
2020-02-27T20:15:00+01:00,2020-02-27T20:30:00+01:00,2020-02-27T23:51:30+01:00,72287
2020-02-27T20:30:00+01:00,2020-02-27T20:45:00+01:00,2020-02-27T23:51:30+01:00,70473
2020-02-27T20:45:00+01:00,2020-02-27T21:00:00+01:00,2020-02-27T23:51:30+01:00,69711
2020-02-27T21:00:00+01:00,2020-02-27T21:15:00+01:00,2020-02-27T23:51:30+01:00,69042
2020-02-27T21:15:00+01:00,2020-02-27T21:30:00+01:00,2020-02-27T23:51:30+01:00,68533
2020-02-27T21:30:00+01:00,2020-02-27T21:45:00+01:00,2020-02-27T23:51:30+01:00,67337
2020-02-27T21:45:00+01:00,2020-02-27T22:00:00+01:00,2020-02-27T23:51:30+01:00,66922
2020-02-27T22:00:00+01:00,2020-02-27T22:15:00+01:00,2020-02-27T23:51:30+01:00,66245
2020-02-27T22:15:00+01:00,2020-02-27T22:30:00+01:00,2020-02-27T23:51:30+01:00,65977
2020-02-27T22:30:00+01:00,2020-02-27T22:45:00+01:00,2020-02-27T23:51:30+01:00,66779
2020-02-27T22:45:00+01:00,2020-02-27T23:00:00+01:00,2020-02-27T23:51:30+01:00,68830
2020-02-27T23:00:00+01:00,2020-02-27T23:15:00+01:00,2020-02-27T23:51:30+01:00,68146
2020-02-27T23:15:00+01:00,2020-02-27T23:30:00+01:00,2020-02-27T23:51:30+01:00,68251
2020-02-27T23:30:00+01:00,2020-02-27T23:45:00+01:00,2020-02-27T23:51:30+01:00,67950
2020-02-27T23:45:00+01:00,2020-02-28T00:00:00+01:00,2020-02-27T23:51:30+01:00,68110
2020-02-28T00:00:00+01:00,2020-02-28T00:15:00+01:00,2020-02-28T23:51:04+01:00,67281
2020-02-28T00:15:00+01:00,2020-02-28T00:30:00+01:00,2020-02-28T23:51:04+01:00,67051
2020-02-28T00:30:00+01:00,2020-02-28T00:45:00+01:00,2020-02-28T23:51:04+01:00,65368
2020-02-28T00:45:00+01:00,2020-02-28T01:00:00+01:00,2020-02-28T23:51:04+01:00,63833
2020-02-28T01:00:00+01:00,2020-02-28T01:15:00+01:00,2020-02-28T23:51:04+01:00,63285
2020-02-28T01:15:00+01:00,2020-02-28T01:30:00+01:00,2020-02-28T23:51:04+01:00,64055
2020-02-28T01:30:00+01:00,2020-02-28T01:45:00+01:00,2020-02-28T23:51:04+01:00,63824
2020-02-28T01:45:00+01:00,2020-02-28T02:00:00+01:00,2020-02-28T23:51:04+01:00,63773
2020-02-28T02:00:00+01:00,2020-02-28T02:15:00+01:00,2020-02-28T23:51:04+01:00,63590
2020-02-28T02:15:00+01:00,2020-02-28T02:30:00+01:00,2020-02-28T23:51:04+01:00,63825
2020-02-28T02:30:00+01:00,2020-02-28T02:45:00+01:00,2020-02-28T23:51:04+01:00,62685
2020-02-28T02:45:00+01:00,2020-02-28T03:00:00+01:00,2020-02-28T23:51:04+01:00,61858
2020-02-28T03:00:00+01:00,2020-02-28T03:15:00+01:00,2020-02-28T23:51:05+01:00,61077
2020-02-28T03:15:00+01:00,2020-02-28T03:30:00+01:00,2020-02-28T23:51:05+01:00,60691
2020-02-28T03:30:00+01:00,2020-02-28T03:45:00+01:00,2020-02-28T23:51:05+01:00,60090
2020-02-28T03:45:00+01:00,2020-02-28T04:00:00+01:00,2020-02-28T23:51:05+01:00,59754
2020-02-28T04:00:00+01:00,2020-02-28T04:15:00+01:00,2020-02-28T23:51:05+01:00,59557
2020-02-28T04:15:00+01:00,2020-02-28T04:30:00+01:00,2020-02-28T23:51:05+01:00,59694
2020-02-28T04:30:00+01:00,2020-02-28T04:45:00+01:00,2020-02-28T23:51:05+01:00,59230
2020-02-28T04:45:00+01:00,2020-02-28T05:00:00+01:00,2020-02-28T23:51:05+01:00,59596
2020-02-28T05:00:00+01:00,2020-02-28T05:15:00+01:00,2020-02-28T23:51:05+01:00,60336
2020-02-28T05:15:00+01:00,2020-02-28T05:30:00+01:00,2020-02-28T23:51:05+01:00,61369
2020-02-28T05:30:00+01:00,2020-02-28T05:45:00+01:00,2020-02-28T23:51:05+01:00,61872
2020-02-28T05:45:00+01:00,2020-02-28T06:00:00+01:00,2020-02-28T23:51:05+01:00,62957
2020-02-28T06:00:00+01:00,2020-02-28T06:15:00+01:00,2020-02-28T23:51:05+01:00,63961
2020-02-28T06:15:00+01:00,2020-02-28T06:30:00+01:00,2020-02-28T23:51:05+01:00,65866
2020-02-28T06:30:00+01:00,2020-02-28T06:45:00+01:00,2020-02-28T23:51:05+01:00,67129
2020-02-28T06:45:00+01:00,2020-02-28T07:00:00+01:00,2020-02-28T23:51:05+01:00,68395
2020-02-28T07:00:00+01:00,2020-02-28T07:15:00+01:00,2020-02-28T23:51:05+01:00,69962
2020-02-28T07:15:00+01:00,2020-02-28T07:30:00+01:00,2020-02-28T23:51:05+01:00,70894
2020-02-28T07:30:00+01:00,2020-02-28T07:45:00+01:00,2020-02-28T23:51:05+01:00,71631
2020-02-28T07:45:00+01:00,2020-02-28T08:00:00+01:00,2020-02-28T23:51:05+01:00,71909
2020-02-28T08:00:00+01:00,2020-02-28T08:15:00+01:00,2020-02-28T23:51:05+01:00,72468
2020-02-28T08:15:00+01:00,2020-02-28T08:30:00+01:00,2020-02-28T23:51:05+01:00,72976
2020-02-28T08:30:00+01:00,2020-02-28T08:45:00+01:00,2020-02-28T23:51:05+01:00,73275
2020-02-28T08:45:00+01:00,2020-02-28T09:00:00+01:00,2020-02-28T23:51:05+01:00,73583
2020-02-28T09:00:00+01:00,2020-02-28T09:15:00+01:00,2020-02-28T23:51:05+01:00,73224
2020-02-28T09:15:00+01:00,2020-02-28T09:30:00+01:00,2020-02-28T23:51:05+01:00,73434
2020-02-28T09:30:00+01:00,2020-02-28T09:45:00+01:00,2020-02-28T23:51:05+01:00,73383
2020-02-28T09:45:00+01:00,2020-02-28T10:00:00+01:00,2020-02-28T23:51:05+01:00,73281
2020-02-28T10:00:00+01:00,2020-02-28T10:15:00+01:00,2020-02-28T23:51:05+01:00,73036
2020-02-28T10:15:00+01:00,2020-02-28T10:30:00+01:00,2020-02-28T23:51:05+01:00,72951
2020-02-28T10:30:00+01:00,2020-02-28T10:45:00+01:00,2020-02-28T23:51:05+01:00,72779
2020-02-28T10:45:00+01:00,2020-02-28T11:00:00+01:00,2020-02-28T23:51:05+01:00,72547
2020-02-28T11:00:00+01:00,2020-02-28T11:15:00+01:00,2020-02-28T23:51:05+01:00,72450
2020-02-28T11:15:00+01:00,2020-02-28T11:30:00+01:00,2020-02-28T23:51:05+01:00,72284
2020-02-28T11:30:00+01:00,2020-02-28T11:45:00+01:00,2020-02-28T23:51:05+01:00,72310
2020-02-28T11:45:00+01:00,2020-02-28T12:00:00+01:00,2020-02-28T23:51:05+01:00,72042
2020-02-28T12:00:00+01:00,2020-02-28T12:15:00+01:00,2020-02-28T23:51:05+01:00,72471
2020-02-28T12:15:00+01:00,2020-02-28T12:30:00+01:00,2020-02-28T23:51:05+01:00,71818
2020-02-28T12:30:00+01:00,2020-02-28T12:45:00+01:00,2020-02-28T23:51:05+01:00,71892
2020-02-28T12:45:00+01:00,2020-02-28T13:00:00+01:00,2020-02-28T23:51:05+01:00,71909
2020-02-28T13:00:00+01:00,2020-02-28T13:15:00+01:00,2020-02-28T23:51:05+01:00,71291
2020-02-28T13:15:00+01:00,2020-02-28T13:30:00+01:00,2020-02-28T23:51:05+01:00,70730
2020-02-28T13:30:00+01:00,2020-02-28T13:45:00+01:00,2020-02-28T23:51:05+01:00,69469
2020-02-28T13:45:00+01:00,2020-02-28T14:00:00+01:00,2020-02-28T23:51:05+01:00,69231
2020-02-28T14:00:00+01:00,2020-02-28T14:15:00+01:00,2020-02-28T23:51:05+01:00,68619
2020-02-28T14:15:00+01:00,2020-02-28T14:30:00+01:00,2020-02-28T23:51:05+01:00,68758
2020-02-28T14:30:00+01:00,2020-02-28T14:45:00+01:00,2020-02-28T23:51:05+01:00,67605
2020-02-28T14:45:00+01:00,2020-02-28T15:00:00+01:00,2020-02-28T23:51:05+01:00,67150
